symbol,timestamp_utc,open,high,low,close,volume,source,timeframe
SPY,2021-10-21T00:00:00+00:00,429.527,431.49,429.089,431.27,43443928,stooq,1d
SPY,2021-10-22T00:00:00+00:00,430.829,432.286,428.84,430.82,61891652,stooq,1d
SPY,2021-10-25T00:00:00+00:00,431.91,433.462,430.121,433.125,47555380,stooq,1d
SPY,2021-10-26T00:00:00+00:00,434.688,435.921,433.135,433.518,58978270,stooq,1d
SPY,2021-10-27T00:00:00+00:00,433.988,434.658,431.52,431.587,76188301,stooq,1d
SPY,2021-10-28T00:00:00+00:00,433.041,435.837,433.032,435.76,54101021,stooq,1d
SPY,2021-10-29T00:00:00+00:00,433.433,436.937,433.135,436.649,73794916,stooq,1d
SPY,2021-11-01T00:00:00+00:00,437.646,438.019,435.645,437.398,50941178,stooq,1d
SPY,2021-11-02T00:00:00+00:00,437.569,439.474,437.434,439.168,51440534,stooq,1d
SPY,2021-11-03T00:00:00+00:00,438.592,442.248,438.142,441.847,55228395,stooq,1d
SPY,2021-11-04T00:00:00+00:00,442.45,444.01,442.105,443.924,55583119,stooq,1d
SPY,2021-11-05T00:00:00+00:00,446.182,447.484,443.933,445.463,69827775,stooq,1d
SPY,2021-11-08T00:00:00+00:00,446.587,447.081,445.157,445.848,53014803,stooq,1d
SPY,2021-11-09T00:00:00+00:00,446.22,446.459,442.947,444.374,53797272,stooq,1d
SPY,2021-11-10T00:00:00+00:00,442.66,444.374,439.3,440.802,73024206,stooq,1d
SPY,2021-11-11T00:00:00+00:00,442.306,442.383,440.918,440.938,36652693,stooq,1d
SPY,2021-11-12T00:00:00+00:00,442.22,444.832,441.263,444.268,56234762,stooq,1d
SPY,2021-11-15T00:00:00+00:00,445.57,445.733,443.282,444.422,49412802,stooq,1d
SPY,2021-11-16T00:00:00+00:00,444.154,447.322,444.078,446.182,51386981,stooq,1d
SPY,2021-11-17T00:00:00+00:00,445.913,446.095,444.471,445.091,50336038,stooq,1d
SPY,2021-11-18T00:00:00+00:00,446.142,446.881,443.39,446.613,53246627,stooq,1d
SPY,2021-11-19T00:00:00+00:00,446.498,447.752,445.433,445.809,60282950,stooq,1d
SPY,2021-11-22T00:00:00+00:00,447.703,450.231,444.344,444.554,76529030,stooq,1d
SPY,2021-11-23T00:00:00+00:00,444.221,446.011,441.589,445.138,76996631,stooq,1d
SPY,2021-11-24T00:00:00+00:00,443.12,446.459,442.288,446.338,65061405,stooq,1d
SPY,2021-11-26T00:00:00+00:00,439.576,441.062,435.233,436.382,118502837,stooq,1d
SPY,2021-11-29T00:00:00+00:00,441.224,443.598,439.003,441.733,90735179,stooq,1d
SPY,2021-11-30T00:00:00+00:00,439.26,441.186,432.887,433.135,156250915,stooq,1d
SPY,2021-12-01T00:00:00+00:00,438.919,441.798,428.131,428.331,139344973,stooq,1d
SPY,2021-12-02T00:00:00+00:00,428.544,436.477,428.15,434.88,134245897,stooq,1d
SPY,2021-12-03T00:00:00+00:00,436.573,437.646,426.819,431.109,144441664,stooq,1d
SPY,2021-12-06T00:00:00+00:00,433.683,438.104,431.242,436.208,104101857,stooq,1d
SPY,2021-12-07T00:00:00+00:00,441.549,445.799,436.076,445.224,100428179,stooq,1d
SPY,2021-12-08T00:00:00+00:00,445.628,446.872,443.857,446.409,75978767,stooq,1d
SPY,2021-12-09T00:00:00+00:00,445.101,446.518,443.197,443.4,64444808,stooq,1d
SPY,2021-12-10T00:00:00+00:00,446.132,447.713,443.55,447.561,81154520,stooq,1d
SPY,2021-12-13T00:00:00+00:00,447.043,447.399,443.321,443.608,92266416,stooq,1d
SPY,2021-12-14T00:00:00+00:00,440.296,442.813,437.598,440.553,102299745,stooq,1d
SPY,2021-12-15T00:00:00+00:00,440.612,447.673,438.058,447.435,122951429,stooq,1d
SPY,2021-12-16T00:00:00+00:00,449.312,449.6,441.924,443.492,122603687,stooq,1d
SPY,2021-12-17T00:00:00+00:00,440.382,443.427,437.052,438.773,142157189,stooq,1d
SPY,2021-12-20T00:00:00+00:00,433.636,434.515,430.447,434.113,112285292,stooq,1d
SPY,2021-12-21T00:00:00+00:00,437.578,441.961,435.377,441.818,73162173,stooq,1d
SPY,2021-12-22T00:00:00+00:00,441.559,446.356,441.358,446.24,61721350,stooq,1d
SPY,2021-12-23T00:00:00+00:00,447.245,450.528,447.139,449.015,59153067,stooq,1d
SPY,2021-12-27T00:00:00+00:00,450.403,455.419,450.355,455.37,59539674,stooq,1d
SPY,2021-12-28T00:00:00+00:00,455.813,456.844,454.223,454.998,49547294,stooq,1d
SPY,2021-12-29T00:00:00+00:00,455.101,456.604,454.088,455.58,57123175,stooq,1d
SPY,2021-12-30T00:00:00+00:00,456.013,457.028,453.849,454.318,57988966,stooq,1d
SPY,2021-12-31T00:00:00+00:00,453.82,454.988,452.902,453.169,68373698,stooq,1d
SPY,2022-01-03T00:00:00+00:00,454.452,455.934,452.116,455.803,76161734,stooq,1d
SPY,2022-01-04T00:00:00+00:00,457.237,457.965,453.763,455.647,74600569,stooq,1d
SPY,2022-01-05T00:00:00+00:00,455.276,456.062,446.805,446.9,109564614,stooq,1d
SPY,2022-01-06T00:00:00+00:00,446.429,449.227,444.078,446.478,91034613,stooq,1d
SPY,2022-01-07T00:00:00+00:00,446.488,447.673,443.34,444.71,89203303,stooq,1d
SPY,2022-01-10T00:00:00+00:00,441.473,444.374,435.654,444.154,125100276,stooq,1d
SPY,2022-01-11T00:00:00+00:00,443.884,448.297,440.851,448.201,77875157,stooq,1d
SPY,2022-01-12T00:00:00+00:00,449.963,451.493,447.425,449.417,70855552,stooq,1d
SPY,2022-01-13T00:00:00+00:00,450.528,451.19,442.181,443.224,95556238,stooq,1d
SPY,2022-01-14T00:00:00+00:00,440.039,443.761,438.802,443.409,100500872,stooq,1d
SPY,2022-01-18T00:00:00+00:00,438.65,438.861,434.429,435.551,115154453,stooq,1d
SPY,2022-01-19T00:00:00+00:00,437.119,438.526,430.756,431.032,114614897,stooq,1d
SPY,2022-01-20T00:00:00+00:00,432.937,437.703,424.112,426.255,128263059,stooq,1d
SPY,2022-01-21T00:00:00+00:00,425.125,427.51,417.861,417.89,211995363,stooq,1d
SPY,2022-01-24T00:00:00+00:00,412.214,420.177,401.456,419.661,264635413,stooq,1d
SPY,2022-01-25T00:00:00+00:00,413.191,419.546,407.554,414.54,176073739,stooq,1d
SPY,2022-01-26T00:00:00+00:00,420.504,423.672,409.191,413.495,195351777,stooq,1d
SPY,2022-01-27T00:00:00+00:00,418.158,421.337,409.756,411.456,157083656,stooq,1d
SPY,2022-01-28T00:00:00+00:00,412.838,421.73,408.194,421.681,172363603,stooq,1d
SPY,2022-01-31T00:00:00+00:00,421.001,429.624,419.633,429.269,159570861,stooq,1d
SPY,2022-02-01T00:00:00+00:00,430.009,432.82,426.439,432.169,129076036,stooq,1d
SPY,2022-02-02T00:00:00+00:00,434.612,437.109,432.267,436.372,123003041,stooq,1d
SPY,2022-02-03T00:00:00+00:00,430.267,432.188,425.271,426.112,123698427,stooq,1d
SPY,2022-02-04T00:00:00+00:00,425.874,432.01,423.47,428.122,124149004,stooq,1d
SPY,2022-02-07T00:00:00+00:00,428.887,430.307,425.404,426.744,88533863,stooq,1d
SPY,2022-02-08T00:00:00+00:00,426.235,431.193,424.799,430.257,84906662,stooq,1d
SPY,2022-02-09T00:00:00+00:00,434.343,436.881,434.133,436.553,97041158,stooq,1d
