symbol,timestamp_utc,open,high,low,close,volume,source,timeframe
QQQ,2012-08-03T00:00:00+00:00,58.2589,58.7059,58.0903,58.4539,47266403,stooq,1d
QQQ,2012-08-06T00:00:00+00:00,58.7608,59.1576,58.6325,58.8989,26399714,stooq,1d
QQQ,2012-08-07T00:00:00+00:00,59.1498,59.6294,59.059,59.3913,31655433,stooq,1d
QQQ,2012-08-08T00:00:00+00:00,59.2393,59.4872,59.1404,59.3637,23248826,stooq,1d
QQQ,2012-08-09T00:00:00+00:00,59.3637,59.6225,59.2481,59.542,23208134,stooq,1d
QQQ,2012-08-10T00:00:00+00:00,59.3373,59.5962,59.1756,59.5774,22801441,stooq,1d
QQQ,2012-08-13T00:00:00+00:00,59.5597,59.7304,59.2559,59.7215,22288922,stooq,1d
QQQ,2012-08-14T00:00:00+00:00,59.9509,60.0715,59.5774,59.7472,27163726,stooq,1d
QQQ,2012-08-15T00:00:00+00:00,59.7028,59.9891,59.695,59.8951,32662439,stooq,1d
QQQ,2012-08-16T00:00:00+00:00,60.1235,60.742,60.0528,60.6108,40064765,stooq,1d
QQQ,2012-08-17T00:00:00+00:00,60.742,60.8879,60.6029,60.8783,25334039,stooq,1d
QQQ,2012-08-20T00:00:00+00:00,60.8341,60.9785,60.5939,60.9695,30206310,stooq,1d
QQQ,2012-08-21T00:00:00+00:00,61.1527,61.3784,60.4892,60.7245,46410563,stooq,1d
QQQ,2012-08-22T00:00:00+00:00,60.5869,61.0909,60.4254,60.9785,49994613,stooq,1d
QQQ,2012-08-23T00:00:00+00:00,60.7156,60.8979,60.3156,60.4793,32322470,stooq,1d
QQQ,2012-08-24T00:00:00+00:00,60.342,60.9969,60.2364,60.8508,43046246,stooq,1d
QQQ,2012-08-27T00:00:00+00:00,61.1254,61.1882,60.8145,60.9508,23178996,stooq,1d
QQQ,2012-08-28T00:00:00+00:00,60.8979,61.1177,60.69,60.9508,30656665,stooq,1d
QQQ,2012-08-29T00:00:00+00:00,60.9605,61.0999,60.69,60.9508,29933334,stooq,1d
QQQ,2012-08-30T00:00:00+00:00,60.69,60.7057,60.2364,60.3333,27411533,stooq,1d
QQQ,2012-08-31T00:00:00+00:00,60.7695,60.9969,60.1235,60.7333,47266930,stooq,1d
QQQ,2012-09-04T00:00:00+00:00,60.6235,60.9117,60.0823,60.6756,35892044,stooq,1d
QQQ,2012-09-05T00:00:00+00:00,60.6321,60.9117,60.4538,60.6148,29327693,stooq,1d
QQQ,2012-09-06T00:00:00+00:00,60.9735,61.9734,60.9735,61.9555,48350527,stooq,1d
QQQ,2012-09-07T00:00:00+00:00,61.8127,61.9734,61.6861,61.8664,36988390,stooq,1d
QQQ,2012-09-10T00:00:00+00:00,61.7144,61.8429,61.0313,61.0734,28599967,stooq,1d
QQQ,2012-09-11T00:00:00+00:00,61.0734,61.3256,60.8783,60.9785,33438988,stooq,1d
QQQ,2012-09-12T00:00:00+00:00,61.1978,61.3167,60.7784,61.1527,47365438,stooq,1d
QQQ,2012-09-13T00:00:00+00:00,61.2264,62.2518,61.1438,61.9831,50953917,stooq,1d
QQQ,2012-09-14T00:00:00+00:00,62.2309,62.7626,62.1881,62.5351,43638371,stooq,1d
QQQ,2012-09-17T00:00:00+00:00,62.5537,62.59,62.34,62.5635,35685242,stooq,1d
QQQ,2012-09-18T00:00:00+00:00,62.4096,62.6438,62.391,62.6175,30478475,stooq,1d
QQQ,2012-09-19T00:00:00+00:00,62.6351,62.891,62.4261,62.7339,40944348,stooq,1d
QQQ,2012-09-20T00:00:00+00:00,62.4359,62.7339,62.2598,62.6704,47718316,stooq,1d
QQQ,2012-09-21T00:00:00+00:00,62.9724,63.034,62.6261,62.688,26499680,stooq,1d
QQQ,2012-09-24T00:00:00+00:00,62.1585,62.4261,62.034,62.3224,36115463,stooq,1d
QQQ,2012-09-25T00:00:00+00:00,62.481,62.6261,61.4183,61.445,46218180,stooq,1d
QQQ,2012-09-26T00:00:00+00:00,61.3645,61.4009,60.6321,60.9459,36651836,stooq,1d
QQQ,2012-09-27T00:00:00+00:00,61.0783,61.9291,60.9919,61.7839,28345395,stooq,1d
QQQ,2012-09-28T00:00:00+00:00,61.589,61.7656,61.2224,61.2763,33692507,stooq,1d
QQQ,2012-10-01T00:00:00+00:00,61.5704,61.9555,60.9919,61.1852,42198554,stooq,1d
QQQ,2012-10-02T00:00:00+00:00,61.4715,61.6438,60.883,61.3645,37195048,stooq,1d
QQQ,2012-10-03T00:00:00+00:00,61.5508,61.8764,61.2958,61.7587,42777733,stooq,1d
QQQ,2012-10-04T00:00:00+00:00,61.8764,62.142,61.6616,61.9734,29231620,stooq,1d
QQQ,2012-10-05T00:00:00+00:00,62.2675,62.3723,61.4793,61.6438,28176275,stooq,1d
QQQ,2012-10-08T00:00:00+00:00,61.286,61.4096,60.9381,61.0783,34584088,stooq,1d
QQQ,2012-10-09T00:00:00+00:00,60.9215,61.0685,59.9619,60.1089,75984882,stooq,1d
QQQ,2012-10-10T00:00:00+00:00,60.1,60.2549,59.696,59.7991,50495659,stooq,1d
QQQ,2012-10-11T00:00:00+00:00,60.2626,60.2901,59.5774,59.6146,34095937,stooq,1d
QQQ,2012-10-12T00:00:00+00:00,59.6294,59.9244,59.4706,59.5874,27856843,stooq,1d
QQQ,2012-10-15T00:00:00+00:00,59.8166,60.1089,59.4528,60.0265,24836732,stooq,1d
QQQ,2012-10-16T00:00:00+00:00,60.1333,60.9459,60.1,60.8745,37991278,stooq,1d
QQQ,2012-10-17T00:00:00+00:00,60.5469,61.0361,60.4823,60.838,37404809,stooq,1d
QQQ,2012-10-18T00:00:00+00:00,60.6469,60.838,59.9058,60.1333,69047978,stooq,1d
